"label","new_genomes/Aameric_YS121.v1.cds.fasta","new_genomes/Abit_YS124.v1.cds.fasta","new_genomes/Cang_YS89.v1.cds.fasta","new_genomes/Ccajan.v1.cds.fasta","new_genomes/Ccin_YS129.v1.cds.fasta","new_genomes/Cens_YS85.v1.cds.fasta","new_genomes/Cmolle_YS235.v1.cds.fasta","new_genomes/Cmuc_YS125.v1.cds.fasta","new_genomes/Cros_YS43.v1.cds.fasta","new_genomes/Ctet_YS88.v1.cds.fasta","new_genomes/Duni_YS76.v1.cds.fasta","new_genomes/Eind_YS44.hap1.v1.cds.fasta","new_genomes/GmaxWm82ISU_01_724_v2.1.cds_primaryTranscriptOnly.fa","new_genomes/Gstr_YS140.v1.cds.fasta","new_genomes/HpodTM013.v1.cds.fasta","new_genomes/Isuf_YS112.v1.cds.fasta","new_genomes/Itin_YS146.v1.cds.fasta","new_genomes/Lcun_YS151.v1.cds.fasta","new_genomes/Lpur_YS149.v1.cds.fasta","new_genomes/Matro_YS75.v1.cds.fasta","new_genomes/Maxil_YS73.v1.cds.fasta","new_genomes/Mlat_YS84.v1.cds.fasta","new_genomes/Mpru_YS155.v1.cds.fasta","new_genomes/Msam_YS158.v1.cds.fasta","new_genomes/Pero_YS156.v1.cds.fasta","new_genomes/Plobssplob_YS90.hap1.v1.cds.fasta","new_genomes/Plun_YS103.v1.cds.fasta","new_genomes/Pmon_YS87.hap1.v1.cds.fasta","new_genomes/Pmonvarlob_YS172.hap1.v1.cds.fasta","new_genomes/Ptet_YS159.v1.cds.fasta","new_genomes/Rmin_YS79.v1.cds.fasta","new_genomes/Shelov_YS99.v1.cds.fasta","new_genomes/Smacrob_YS261.v1.cds.fasta","new_genomes/Tlab_YS204.v1.cds.fasta","new_genomes/Tunci_YS212.v1.cds.fasta","new_genomes/Vvexilla_YS115.hap1.v1.cds.fasta","Pvul218cds.fa","TAIR10cds.fa","Vung469cds.fa","Zmarina_668_v3.1.cds_primaryTranscriptOnly.fa"
"Plun_YS103.v1.contig_1053_pilon.g021370.t1","1.346","0.628","0.480","1.376","0.626","0.708","0.754","0.625","0.711","1.376","0.516","0.711","1.448","0.772","0.544","1.343","1.352","1.337","0.000","0.321","1.504","0.320","0.386","0.454","0.454","0.635","","1.448","0.321","0.454","0.606","0.787","0.364","0.600","0.466","0.281","0.294","2.541","0.300","2.698"
"Lpur_YS149.v1.contig_14_pilon.g080830.t1","1.346","0.628","0.480","1.376","0.626","0.708","0.754","0.625","0.711","1.376","0.516","0.711","1.448","0.772","0.544","1.343","1.352","1.337","","0.321","1.504","0.320","0.386","0.454","0.454","0.635","0.000","1.448","0.321","0.454","0.606","0.787","0.364","0.600","0.466","0.281","0.294","2.541","0.300","2.698"
"Vigun08g046300.1","1.261","0.544","0.396","1.291","0.542","0.623","0.669","0.540","0.627","1.291","0.431","0.627","1.364","0.688","0.459","1.259","1.267","1.252","0.300","0.264","1.419","0.263","0.302","0.369","0.369","0.550","0.300","1.364","0.264","0.369","0.521","0.702","0.279","0.516","0.382","0.247","0.237","2.457","","2.613"
"Smacrob_YS261.v1.contig_4138_pilon.g173710.t1","1.217","0.500","0.352","1.248","0.498","0.579","0.625","0.497","0.583","1.248","0.388","0.583","1.320","0.644","0.416","1.215","1.224","1.208","0.391","0.354","1.375","0.353","0.258","0.326","0.326","0.506","0.391","1.320","0.354","0.326","0.477","0.659","","0.472","0.338","0.338","0.327","2.413","0.306","2.569"
"Smacrob_YS261.v1.contig_4138_pilon.g173730.t1","1.208","0.491","0.343","1.239","0.489","0.571","0.617","0.488","0.574","1.239","0.379","0.574","1.311","0.635","0.407","1.206","1.215","1.199","0.382","0.345","1.367","0.344","0.249","0.317","0.317","0.497","0.382","1.311","0.345","0.317","0.469","0.650","","0.463","0.329","0.329","0.319","2.404","0.297","2.561"
"Smacrob_YS261.v1.contig_845_pilon.g268480.t1","1.207","0.490","0.342","1.238","0.488","0.569","0.615","0.486","0.573","1.238","0.377","0.573","1.310","0.634","0.406","1.205","1.213","1.198","0.381","0.344","1.365","0.343","0.248","0.316","0.316","0.496","0.381","1.310","0.344","0.316","0.467","0.649","","0.462","0.328","0.328","0.317","2.403","0.296","2.559"
"Smacrob_YS261.v1.contig_4138_pilon.g173700.t1","1.202","0.485","0.337","1.233","0.483","0.564","0.610","0.482","0.568","1.233","0.373","0.568","1.305","0.629","0.401","1.200","1.209","1.193","0.376","0.339","1.360","0.338","0.243","0.311","0.311","0.491","0.376","1.305","0.339","0.311","0.462","0.644","","0.457","0.323","0.323","0.312","2.398","0.291","2.554"
"Smacrob_YS261.v1.contig_4819_pilon.g201210.t1","1.203","0.485","0.338","1.233","0.483","0.565","0.611","0.482","0.568","1.233","0.373","0.568","1.305","0.629","0.401","1.201","1.209","1.194","0.376","0.339","1.361","0.338","0.243","0.311","0.311","0.492","0.376","1.305","0.339","0.311","0.463","0.644","","0.457","0.323","0.323","0.313","2.398","0.292","2.555"
"Smacrob_YS261.v1.contig_2368_pilon.g080040.t1","1.191","0.473","0.326","1.221","0.471","0.553","0.599","0.470","0.556","1.221","0.361","0.556","1.293","0.617","0.389","1.188","1.197","1.182","0.364","0.327","1.349","0.326","0.231","0.299","0.299","0.480","0.364","1.293","0.327","0.299","0.451","0.632","","0.445","0.311","0.311","0.301","2.386","0.279","2.543"
"Ptet_YS159.v1.contig_374_pilon.g100330.t1","1.245","0.528","0.380","1.276","0.526","0.608","0.653","0.525","0.611","1.276","0.416","0.611","1.348","0.672","0.444","1.243","1.252","1.236","0.454","0.417","1.403","0.416","0.286","0.000","0.000","0.534","0.454","1.348","0.417","","0.505","0.687","0.299","0.500","0.366","0.401","0.391","2.441","0.369","2.597"
"Pero_YS156.v1.contig_2165_pilon.g167960.t1","1.245","0.528","0.380","1.276","0.526","0.608","0.653","0.525","0.611","1.276","0.416","0.611","1.348","0.672","0.444","1.243","1.252","1.236","0.454","0.417","1.403","0.416","0.286","0.000","","0.534","0.454","1.348","0.417","0.000","0.505","0.687","0.299","0.500","0.366","0.401","0.391","2.441","0.369","2.597"
"Msam_YS158.v1.contig_95.g248380.t1","1.245","0.528","0.380","1.276","0.526","0.608","0.653","0.525","0.611","1.276","0.416","0.611","1.348","0.672","0.444","1.243","1.252","1.236","0.454","0.417","1.403","0.416","0.286","","0.000","0.534","0.454","1.348","0.417","0.000","0.505","0.687","0.299","0.500","0.366","0.401","0.391","2.441","0.369","2.597"
"Mpru_YS155.v1.contig_16_pilon.g073470.t1","1.158","0.440","0.293","1.188","0.438","0.520","0.566","0.437","0.523","1.188","0.328","0.523","1.260","0.584","0.356","1.156","1.164","1.149","0.386","0.349","1.316","0.348","","0.286","0.286","0.447","0.386","1.260","0.349","0.286","0.418","0.599","0.231","0.412","0.278","0.333","0.323","2.353","0.302","2.510"
"Rmin_YS79.v1.contig_59_pilon.g262380.t1","1.321","0.604","0.456","1.352","0.602","0.684","0.729","0.601","0.687","1.352","0.049","0.687","1.424","0.748","0.235","1.319","1.328","1.312","0.606","0.569","1.480","0.568","0.418","0.505","0.505","0.610","0.606","1.424","0.569","0.505","","0.763","0.451","0.576","0.402","0.553","0.542","2.517","0.521","2.673"
"Duni_YS76.v1.contig_1333_pilon.g071080.t1","1.293","0.576","0.428","1.323","0.574","0.655","0.701","0.572","0.659","1.323","","0.659","1.396","0.720","0.207","1.291","1.299","1.284","0.577","0.541","1.451","0.539","0.389","0.477","0.477","0.582","0.577","1.396","0.541","0.477","0.049","0.735","0.422","0.548","0.373","0.524","0.514","2.489","0.493","2.645"
"Duni_YS76.v1.contig_1333_pilon.g070990.t1","1.259","0.541","0.394","1.289","0.539","0.621","0.667","0.538","0.624","1.289","","0.624","1.361","0.685","0.172","1.257","1.265","1.250","0.543","0.506","1.417","0.505","0.355","0.443","0.443","0.548","0.543","1.362","0.506","0.443","0.182","0.700","0.388","0.514","0.339","0.490","0.480","2.454","0.458","2.611"
"Duni_YS76.v1.contig_1333_pilon.g071000.t1","1.291","0.574","0.426","1.321","0.572","0.653","0.699","0.570","0.657","1.321","","0.657","1.394","0.718","0.204","1.289","1.297","1.282","0.575","0.538","1.449","0.537","0.387","0.475","0.475","0.580","0.575","1.394","0.538","0.475","0.238","0.732","0.420","0.546","0.371","0.522","0.512","2.487","0.491","2.643"
"HpodTM013.v1.scaffold_1183_pilon.g239090.t1","1.273","0.556","0.408","1.304","0.554","0.635","0.681","0.552","0.639","1.304","0.186","0.639","1.376","0.700","","1.271","1.280","1.264","0.557","0.521","1.431","0.519","0.370","0.457","0.457","0.562","0.557","1.376","0.521","0.457","0.248","0.715","0.402","0.528","0.353","0.504","0.494","2.469","0.473","2.625"
"HpodTM013.v1.scaffold_1183_pilon.g238960.t1","1.260","0.542","0.395","1.290","0.541","0.622","0.668","0.539","0.625","1.290","0.172","0.625","1.362","0.686","","1.258","1.266","1.251","0.544","0.507","1.418","0.506","0.356","0.444","0.444","0.549","0.544","1.363","0.507","0.444","0.235","0.701","0.389","0.515","0.340","0.491","0.481","2.455","0.459","2.612"
"Duni_YS76.v1.contig_1333_pilon.g071060.t1","1.232","0.514","0.367","1.262","0.512","0.594","0.640","0.511","0.597","1.262","","0.597","1.334","0.658","0.181","1.230","1.238","1.223","0.516","0.479","1.390","0.478","0.328","0.416","0.416","0.521","0.516","1.334","0.479","0.416","0.242","0.673","0.361","0.486","0.312","0.463","0.453","2.427","0.431","2.584"
"Tunci_YS212.v1.contig_175_pilon.g103650.t1","1.182","0.465","0.317","1.213","0.463","0.544","0.590","0.461","0.548","1.213","0.312","0.548","1.285","0.609","0.340","1.180","1.188","1.173","0.466","0.430","1.340","0.428","0.278","0.366","0.366","0.471","0.466","1.285","0.430","0.366","0.402","0.624","0.311","0.437","","0.413","0.403","2.378","0.382","2.534"
"Mlat_YS84.v1.contig_107_pilon.g003830.t1","1.243","0.525","0.342","1.273","0.523","0.605","0.651","0.522","0.608","1.273","0.544","0.608","1.345","0.669","0.572","1.240","1.249","1.234","0.551","0.109","1.401","","0.470","0.557","0.522","0.532","0.551","1.345","0.109","0.513","0.562","0.684","0.503","0.497","0.319","0.167","0.173","2.438","0.573","2.595"
"Mlat_YS84.v1.contig_107_pilon.g003820.t1","1.224","0.507","0.324","1.254","0.505","0.586","0.632","0.503","0.590","1.254","0.525","0.590","1.327","0.651","0.553","1.222","1.230","1.215","0.533","0.090","1.382","","0.451","0.539","0.503","0.513","0.533","1.327","0.090","0.494","0.543","0.665","0.484","0.479","0.300","0.148","0.154","2.420","0.554","2.576"
"Pmonvarlob_YS172.hap1.v1.h1tg000006l.g142560.t1","1.223","0.506","0.323","1.254","0.504","0.586","0.631","0.503","0.589","1.254","0.524","0.589","1.326","0.650","0.552","1.221","1.230","1.214","0.532","0.000","1.381","0.090","0.450","0.538","0.503","0.512","0.532","1.326","","0.494","0.542","0.665","0.483","0.478","0.299","0.148","0.154","2.419","0.554","2.575"
"Matro_YS75.v1.contig_303_pilon.g119650.t1","1.223","0.506","0.323","1.254","0.504","0.586","0.631","0.503","0.589","1.254","0.524","0.589","1.326","0.650","0.552","1.221","1.230","1.214","0.532","","1.381","0.090","0.450","0.538","0.503","0.512","0.532","1.326","0.000","0.494","0.542","0.665","0.483","0.478","0.299","0.148","0.154","2.419","0.554","2.575"
"Phvul.007G087500.1","1.222","0.505","0.322","1.253","0.503","0.585","0.630","0.502","0.588","1.253","0.523","0.588","1.325","0.649","0.551","1.220","1.229","1.213","0.531","0.154","1.380","0.154","0.449","0.537","0.502","0.511","0.531","1.325","0.154","0.493","0.541","0.664","0.482","0.477","0.298","0.147","","2.418","0.553","2.574"
"Vvexilla_YS115.hap1.v1.h1tg000016l.g248800.t1","1.203","0.486","0.303","1.234","0.484","0.566","0.611","0.483","0.569","1.234","0.504","0.569","1.306","0.630","0.533","1.201","1.210","1.194","0.512","0.148","1.362","0.148","0.430","0.518","0.483","0.492","0.512","1.306","0.148","0.474","0.522","0.645","0.463","0.458","0.279","","0.147","2.399","0.534","2.555"
"Tunci_YS212.v1.contig_319_pilon.g250940.t1","1.131","0.413","0.231","1.161","0.411","0.493","0.539","0.410","0.496","1.161","0.432","0.496","1.233","0.557","0.460","1.129","1.137","1.122","0.439","0.299","1.289","0.300","0.358","0.445","0.410","0.420","0.439","1.233","0.299","0.401","0.450","0.572","0.391","0.385","","0.279","0.298","2.326","0.461","2.483"
"Cang_YS89.v1.contig_691_pilon.g452570.t1","1.065","0.348","","1.096","0.346","0.428","0.474","0.345","0.431","1.096","0.367","0.431","1.168","0.492","0.395","1.063","1.072","1.056","0.374","0.323","1.224","0.324","0.293","0.380","0.345","0.354","0.374","1.168","0.323","0.336","0.385","0.507","0.326","0.320","0.231","0.303","0.322","2.261","0.396","2.418"
"Tlab_YS204.v1.contig_168_pilon.g0260700.t1","1.149","0.456","0.249","1.179","0.454","0.511","0.557","0.453","0.514","1.179","0.495","0.514","1.251","0.575","0.528","1.147","1.155","1.140","0.482","0.499","1.307","0.512","0.437","0.533","0.453","0.462","0.482","1.252","0.504","0.444","0.493","0.615","0.423","","0.418","0.491","0.510","2.344","0.549","2.501"
"Cang_YS89.v1.contig_1721_pilon.g137590.t1","1.057","0.364","","1.087","0.362","0.419","0.465","0.361","0.423","1.087","0.403","0.423","1.160","0.484","0.436","1.055","1.063","1.048","0.390","0.407","1.215","0.420","0.345","0.441","0.361","0.371","0.390","1.160","0.412","0.352","0.401","0.523","0.331","0.249","0.326","0.399","0.418","2.253","0.457","2.409"
"Smacrob_YS261.v1.contig_3264_pilon.g104600.t1","1.095","0.443","0.331","1.125","0.441","0.457","0.503","0.439","0.461","1.125","0.481","0.461","1.198","0.522","0.515","1.093","1.101","1.086","0.469","0.485","1.253","0.498","0.423","0.520","0.439","0.449","0.469","1.198","0.491","0.431","0.479","0.602","","0.415","0.405","0.478","0.497","2.291","0.535","2.447"
"Gstr_YS140.v1.contig_223_pilon.g094140.t1","1.160","0.604","0.493","1.191","0.602","0.165","0.525","0.601","0.180","1.191","0.643","0.187","1.263","","0.676","1.158","1.167","1.151","0.630","0.647","1.318","0.660","0.585","0.681","0.601","0.611","0.630","1.263","0.652","0.592","0.641","0.763","0.531","0.576","0.566","0.639","0.658","2.356","0.697","2.512"
"Gstr_YS140.v1.contig_223_pilon.g094150.t1","1.151","0.595","0.484","1.181","0.593","0.156","0.515","0.592","0.171","1.181","0.633","0.178","1.254","","0.667","1.149","1.157","1.142","0.621","0.638","1.309","0.651","0.576","0.672","0.592","0.601","0.621","1.254","0.643","0.583","0.631","0.754","0.522","0.567","0.557","0.630","0.649","2.347","0.688","2.503"
"Gstr_YS140.v1.contig_223_pilon.g094120.t1","1.172","0.616","0.505","1.203","0.614","0.177","0.537","0.613","0.192","1.203","0.655","0.199","1.275","","0.688","1.170","1.179","1.163","0.642","0.659","1.331","0.672","0.597","0.693","0.613","0.623","0.642","1.275","0.664","0.604","0.653","0.775","0.543","0.589","0.579","0.651","0.670","2.368","0.709","2.524"
"Eind_YS44.hap1.v1.h1tg000012l.g141040.t1","1.144","0.588","0.477","1.174","0.586","0.053","0.508","0.585","0.016","1.174","0.626","","1.247","0.178","0.660","1.142","1.150","1.135","0.614","0.631","1.302","0.644","0.569","0.665","0.585","0.594","0.614","1.247","0.636","0.576","0.625","0.747","0.515","0.560","0.550","0.623","0.642","2.340","0.681","2.496"
"Cros_YS43.v1.contig_269_pilon.g125870.t1","1.137","0.581","0.470","1.168","0.579","0.046","0.501","0.578","","1.168","0.619","0.016","1.240","0.171","0.653","1.135","1.143","1.128","0.607","0.624","1.295","0.637","0.562","0.658","0.578","0.587","0.607","1.240","0.629","0.569","0.618","0.740","0.508","0.553","0.543","0.616","0.635","2.333","0.674","2.489"
"Cens_YS85.v1.contig_364_pilon.g092120.t1","1.122","0.566","0.455","1.153","0.565","","0.487","0.563","0.046","1.153","0.605","0.053","1.225","0.156","0.639","1.120","1.129","1.113","0.592","0.609","1.281","0.622","0.547","0.643","0.563","0.573","0.592","1.225","0.615","0.554","0.603","0.725","0.493","0.539","0.529","0.601","0.620","2.318","0.659","2.474"
"Eind_YS44.hap1.v1.h1tg000012l.g141070.t1","1.090","0.534","0.423","1.120","0.532","0.008","0.454","0.531","0.000","1.120","0.572","","1.193","0.399","0.606","1.088","1.096","1.081","0.560","0.577","1.248","0.590","0.515","0.611","0.531","0.540","0.560","1.193","0.582","0.522","0.570","0.693","0.461","0.506","0.496","0.569","0.588","2.286","0.627","2.442"
"Cros_YS43.v1.contig_269_pilon.g125900.t1","1.090","0.534","0.423","1.120","0.532","0.008","0.454","0.531","","1.120","0.572","0.000","1.193","0.399","0.606","1.088","1.096","1.081","0.560","0.577","1.248","0.590","0.515","0.611","0.531","0.540","0.560","1.193","0.582","0.522","0.570","0.693","0.461","0.506","0.496","0.569","0.588","2.286","0.627","2.442"
"Cens_YS85.v1.contig_364_pilon.g092100.t1","1.087","0.531","0.419","1.117","0.529","","0.451","0.527","0.008","1.117","0.569","0.008","1.189","0.396","0.603","1.085","1.093","1.078","0.557","0.573","1.245","0.586","0.511","0.608","0.527","0.537","0.557","1.189","0.579","0.519","0.567","0.690","0.457","0.503","0.493","0.566","0.585","2.282","0.623","2.439"
"Cmolle_YS235.v1.contig_71_pilon.g233230.t1","1.176","0.620","0.509","1.207","0.618","0.495","","0.617","0.498","1.207","0.659","0.498","1.279","0.559","0.692","1.174","1.183","1.167","0.646","0.663","1.334","0.676","0.601","0.697","0.617","0.627","0.646","1.279","0.668","0.608","0.657","0.779","0.547","0.592","0.583","0.655","0.674","2.372","0.713","2.528"
"Cmolle_YS235.v1.contig_71_pilon.g233190.t1","1.197","0.641","0.530","1.228","0.639","0.516","","0.638","0.519","1.228","0.679","0.519","1.300","0.580","0.713","1.195","1.203","1.188","0.667","0.684","1.355","0.697","0.622","0.718","0.638","0.647","0.667","1.300","0.689","0.629","0.678","0.800","0.568","0.613","0.603","0.676","0.695","2.393","0.734","2.549"
"Cmolle_YS235.v1.contig_71_pilon.g233180.t1","1.151","0.596","0.484","1.182","0.594","0.470","","0.592","0.474","1.182","0.634","0.474","1.254","0.534","0.668","1.149","1.158","1.143","0.621","0.638","1.310","0.651","0.576","0.672","0.592","0.602","0.621","1.254","0.644","0.583","0.632","0.754","0.522","0.568","0.558","0.630","0.649","2.347","0.688","2.504"
"Cmolle_YS235.v1.contig_71_pilon.g233170.t1","1.153","0.597","0.486","1.184","0.595","0.472","","0.594","0.475","1.184","0.636","0.475","1.256","0.536","0.669","1.151","1.160","1.144","0.623","0.640","1.311","0.653","0.578","0.674","0.594","0.604","0.623","1.256","0.645","0.585","0.634","0.756","0.524","0.569","0.559","0.632","0.651","2.349","0.690","2.505"
"Cmolle_YS235.v1.contig_549_pilon.g182580.t1","1.132","0.576","0.465","1.163","0.575","0.451","","0.573","0.454","1.163","0.615","0.454","1.235","0.515","0.649","1.130","1.139","1.123","0.602","0.619","1.291","0.632","0.557","0.653","0.573","0.583","0.602","1.235","0.625","0.564","0.613","0.735","0.503","0.549","0.539","0.611","0.630","2.328","0.669","2.485"
"Cmolle_YS235.v1.contig_71_pilon.g233290.t1","1.177","0.621","0.509","1.207","0.619","0.495","","0.618","0.499","1.207","0.659","0.499","1.280","0.560","0.693","1.175","1.183","1.168","0.647","0.664","1.335","0.676","0.601","0.698","0.618","0.627","0.647","1.280","0.669","0.609","0.657","0.780","0.547","0.593","0.583","0.656","0.675","2.373","0.713","2.529"
"Cmolle_YS235.v1.contig_71_pilon.g233200.t1","1.175","0.619","0.507","1.205","0.617","0.494","","0.616","0.497","1.205","0.657","0.497","1.278","0.558","0.691","1.173","1.181","1.166","0.645","0.662","1.333","0.675","0.600","0.696","0.616","0.625","0.645","1.278","0.667","0.607","0.655","0.778","0.546","0.591","0.581","0.654","0.673","2.371","0.712","2.527"
"Cmolle_YS235.v1.contig_71_pilon.g233250.t1","1.149","0.593","0.481","1.179","0.591","0.467","","0.589","0.471","1.179","0.631","0.471","1.251","0.532","0.665","1.147","1.155","1.140","0.619","0.635","1.307","0.648","0.573","0.670","0.589","0.599","0.619","1.251","0.641","0.581","0.629","0.752","0.519","0.565","0.555","0.628","0.647","2.344","0.685","2.501"
"Eind_YS44.hap1.v1.h1tg000022l.g211820.t1","1.116","0.622","0.510","1.146","0.620","0.014","0.586","0.619","0.000","1.146","0.660","","1.218","0.336","0.694","1.114","1.122","1.107","0.648","0.664","1.274","0.677","0.602","0.699","0.619","0.628","0.648","1.219","0.670","0.610","0.658","0.781","0.548","0.594","0.584","0.657","0.676","2.311","0.714","2.468"
"Cros_YS43.v1.contig_135_pilon.g034820.t1","1.116","0.622","0.510","1.146","0.620","0.014","0.586","0.619","","1.146","0.660","0.000","1.218","0.336","0.694","1.114","1.122","1.107","0.648","0.664","1.274","0.677","0.602","0.699","0.619","0.628","0.648","1.219","0.670","0.610","0.658","0.781","0.548","0.594","0.584","0.657","0.676","2.311","0.714","2.468"
"Cens_YS85.v1.contig_1411_pilon.g016430.t1","1.117","0.623","0.511","1.147","0.621","","0.587","0.620","0.014","1.147","0.661","0.014","1.219","0.337","0.695","1.115","1.123","1.108","0.649","0.665","1.275","0.678","0.603","0.700","0.619","0.629","0.649","1.219","0.671","0.611","0.659","0.782","0.549","0.595","0.585","0.658","0.677","2.312","0.715","2.469"
"Eind_YS44.hap1.v1.h1tg000022l.g211830.t1","1.101","0.607","0.496","1.131","0.605","0.026","0.571","0.604","0.000","1.131","0.645","","1.204","0.322","0.679","1.099","1.107","1.092","0.633","0.650","1.259","0.663","0.588","0.684","0.604","0.613","0.633","1.204","0.655","0.595","0.644","0.766","0.534","0.579","0.569","0.642","0.661","2.297","0.700","2.453"
"Cros_YS43.v1.contig_135_pilon.g034810.t1","1.101","0.607","0.496","1.131","0.605","0.026","0.571","0.604","","1.131","0.645","0.000","1.204","0.322","0.679","1.099","1.107","1.092","0.633","0.650","1.259","0.663","0.588","0.684","0.604","0.613","0.633","1.204","0.655","0.595","0.644","0.766","0.534","0.579","0.569","0.642","0.661","2.297","0.700","2.453"
"Cens_YS85.v1.contig_679_pilon.g220550.t1","1.107","0.613","0.501","1.137","0.611","","0.577","0.609","0.026","1.137","0.651","0.026","1.209","0.327","0.685","1.105","1.113","1.098","0.639","0.655","1.265","0.668","0.593","0.690","0.609","0.619","0.639","1.209","0.661","0.601","0.649","0.772","0.539","0.585","0.575","0.648","0.667","2.302","0.705","2.459"
"Eind_YS44.hap1.v1.h1tg000022l.g211840.t1","1.098","0.604","0.492","1.128","0.602","0.210","0.568","0.600","0.000","1.128","0.642","","1.200","0.318","0.676","1.095","1.104","1.089","0.630","0.646","1.256","0.659","0.584","0.681","0.600","0.610","0.630","1.200","0.652","0.592","0.640","0.763","0.530","0.576","0.566","0.639","0.658","2.293","0.696","2.450"
"Cros_YS43.v1.contig_135_pilon.g034800.t1","1.098","0.604","0.492","1.128","0.602","0.210","0.568","0.600","","1.128","0.642","0.000","1.200","0.318","0.676","1.095","1.104","1.089","0.630","0.646","1.256","0.659","0.584","0.681","0.600","0.610","0.630","1.200","0.652","0.592","0.640","0.763","0.530","0.576","0.566","0.639","0.658","2.293","0.696","2.450"
